"state","id","category","title","body","amenities","bathrooms","bedrooms","currency","fee","has_photo","pets_allowed","price","price_display","price_type","square_feet","address","cityname","latitude","longitude","source","time","Average_Income","Percent_Change"
"AK",5668614548,"housing/rent/apartment","Studio apartment 1601 Medfa Street","This unit is located at 1601 Medfa Street, Anchorage, 99501, AKMonthly rental rates range from $747 - $1000We have studio - 2 beds units available for rent Apartment features include:-- Fireplace- Sheltered parking- Fitness facilities- Balcony, Deck, Patio- On-Site Laundry- Dishwasher","Dishwasher,Fireplace,Parking,Patio/Deck",1,2,"USD","No","Thumbnail","None",747,"$747","Monthly",500,"1601 Medfa St","Anchorage",61.1723,-149.8414,"RentLingo",1577358613,"$68,919","4.72%"
"AK",5668620472,"housing/rent/apartment","One BR 1340 W 26th Ave","This unit is located at 1340 W 26th Ave, Anchorage, 99503, AKMonthly rental rates range from $920 - $1150We have one - two beds units available for rent Apartment features include:-- Balcony, Deck, Patio- Dishwasher- Fireplace- On-Site Laundry","Dishwasher,Fireplace,Patio/Deck",1,1,"USD","No","Thumbnail","Cats,Dogs",920,"$920","Monthly",540,"1340 W 26th Avenue","Anchorage",61.1723,-149.8414,"RentLingo",1577359000,"$68,919","4.72%"
"AK",5668614577,"housing/rent/apartment","Studio apartment 4318 Vance Dr","This unit is located at 4318 Vance Dr, Anchorage, 99508, AKMonthly rental rates range from $885 - $1165We have studio - 2 beds units available for rent Apartment features include:-- On-Site Laundry- Dishwasher","Dishwasher",1,2,"USD","No","Thumbnail","Cats,Dogs",885,"$885","Monthly",423,"4318 Vance Drive","Anchorage",61.1723,-149.8414,"RentLingo",1577358616,"$68,919","4.72%"
"AK",5668614594,"housing/rent/apartment","One BR 7101 Weimer Road","This unit is located at 7101 Weimer Road, Anchorage, 99502, AKMonthly rental rates range from $875We have 1 beds units available for rent Apartment features include:-- On-Site Laundry- Dishwasher","Dishwasher",1,1,"USD","No","Thumbnail","Cats,Dogs",875,"$875","Monthly",580,"7101 Weimer Rd","Anchorage",61.1723,-149.8414,"RentLingo",1577358617,"$68,919","4.72%"
"AK",5668620488,"housing/rent/apartment","One BR 5640 Lake Otis Parkway","This unit is located at 5640 Lake Otis Parkway, Anchorage, 99507, AKMonthly rental rates range from $800We have 1 beds units available for rent Apartment features include:-- Balcony, Deck, Patio- Fitness facilities- Business facility- On-Site Laundry","Patio/Deck",1,1,"USD","No","Thumbnail","Cats,Dogs",800,"$800","Monthly",470,"5640 Lake Otis Parkway","Anchorage",61.1723,-149.8414,"RentLingo",1577359001,"$68,919","4.72%"
"AK",5668614623,"housing/rent/apartment","One BR 201 East 16th Ave","This unit is located at 201 East 16th Ave, Anchorage, 99501, AKMonthly rental rates range from $790We have 1 beds units available for rent Apartment features include:-- Dishwasher- On-Site Laundry","Dishwasher",1,1,"USD","No","Thumbnail","Cats",790,"$790","Monthly",611,"201 East 16th Avenue","Anchorage",61.1723,-149.8414,"RentLingo",1577358619,"$68,919","4.72%"
"AK",5668614632,"housing/rent/apartment","One BR 2225 Arctic Blvd","This unit is located at 2225 Arctic Blvd, Anchorage, 99503, AKMonthly rental rates range from $1000 - $1115We have one - two beds units available for rent Apartment features include:-- On-Site Laundry- Dishwasher","Dishwasher",1,1,"USD","No","Thumbnail","Cats,Dogs",1000,"$1,000","Monthly",600,"2225 Arctic Boulevard","Anchorage",61.1723,-149.8414,"RentLingo",1577358619,"$68,919","4.72%"
"AK",5668614542,"housing/rent/apartment","Two BR 5901 E 6th Ave","This unit is located at 5901 E sixth Ave, Anchorage, 99504, AKMonthly rental rates range from $1250 - $1415We have two - three beds units available for rent Apartment features include:-- Business facility- Dishwasher- Balcony, Deck, Patio","Dishwasher,Patio/Deck",2,2,"USD","No","Thumbnail","Cats,Dogs",1250,"$1,250","Monthly",1025,"5901 E 6th Avenue","Anchorage",61.1723,-149.8414,"RentLingo",1577358613,"$68,919","4.72%"
"AK",5668614563,"housing/rent/apartment","Studio apartment 5215 Mockingbird Dr","This unit is located at 5215 Mockingbird Dr, Anchorage, 99507, AKMonthly rental rates range from $830 - $955We have studio - 2 beds units available for rent Apartment features include:-- Dishwasher- Business facility- Fitness facilities","Dishwasher",1,2,"USD","No","Thumbnail","Cats,Dogs",830,"$830","Monthly",444,"5215 Mockingbird Drive","Anchorage",61.1723,-149.8414,"RentLingo",1577358614,"$68,919","4.72%"
"AK",5668614608,"housing/rent/apartment","One BR 625 W 46th Ave","This unit is located at 625 W 46th Ave, Anchorage, 99503, AKMonthly rental rates range from $898 - $1025We have one - two beds units available for rent Apartment features include:-- Dishwasher","Dishwasher",1,1,"USD","No","Thumbnail","Cats,Dogs",898,"$898","Monthly",900,"625 W 46th Avenue","Anchorage",61.1723,-149.8414,"RentLingo",1577358618,"$68,919","4.72%"
"AK",5668614629,"housing/rent/apartment","One BR 2237 E 56th Ave","This unit is located at 2237 E 56th Ave, Anchorage, 99507, AKMonthly rental rates range from $895 - $1160We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Balcony, Deck, Patio- On-Site Laundry- Dishwasher- Fireplace","Dishwasher,Fireplace,Patio/Deck",1,1,"USD","No","Thumbnail","Cats,Dogs",895,"$895","Monthly",606,"2237 E 56th Avenue","Anchorage",61.1723,-149.8414,"RentLingo",1577358619,"$68,919","4.72%"
"AK",5668614620,"housing/rent/apartment","Two BR 141 Patterson St","This unit is located at 141 Patterson St, Anchorage, 99504, AKMonthly rental rates range from $1015We have 2 beds units available for rent Apartment features include:-- Dishwasher- On-Site Laundry","Dishwasher",1,2,"USD","No","Thumbnail","Cats,Dogs",1015,"$1,015","Monthly",800,"141 Patterson St","Anchorage",61.1723,-149.8414,"RentLingo",1577358618,"$68,919","4.72%"
"AK",5668614614,"housing/rent/apartment","One BR 1200 Columbine Ct","This unit is located at 1200 Columbine Ct, Anchorage, 99508, AKMonthly rental rates range from $915 - $1345We have one - three beds units available for rent Apartment features include:-- Balcony, Deck, Patio- On-Site Laundry","Patio/Deck",1,1,"USD","No","Thumbnail","None",915,"$915","Monthly",547,"1200 Columbine Court","Anchorage",61.1723,-149.8414,"RentLingo",1577358618,"$68,919","4.72%"
"AK",5668614650,"housing/rent/apartment","One BR 3235 East Cottle Loop Rd","This unit is located at 3235 East Cottle Loop Rd, Wasilla, 99654, AKMonthly rental rates range from $850 - $885We have one - two beds units available for rent Apartment features include:-- Dishwasher- On-Site Laundry","Dishwasher",1,1,"USD","No","Thumbnail","Cats,Dogs",850,"$850","Monthly",675,"3235 East Cottle Loop Road","Wasilla",61.594,-149.4124,"RentLingo",1577358620,"$68,919","4.72%"
"AK",5668614590,"housing/rent/apartment","One BR 5340 East 26th Ave","This unit is located at 5340 East 26th Ave, Anchorage, 99508, AKMonthly rental rates range from $785 - $1015We have one - two beds units available for rent Apartment features include:-- On-Site Laundry- Fireplace- Sheltered parking","Fireplace,Parking",1,1,"USD","No","Thumbnail","Cats,Dogs",785,"$785","Monthly",504,"5340 East 26th Avenue","Anchorage",61.1723,-149.8414,"RentLingo",1577358617,"$68,919","4.72%"
"AK",5668614570,"housing/rent/apartment","One BR 4545 Reka Dr #1","This unit is located at 4545 Reka Dr #1, Anchorage, 99508, AKMonthly rental rates range from $780 - $915We have one - two beds units available for rent Apartment features include:-- Dishwasher- On-Site Laundry","Dishwasher",1,1,"USD","No","Thumbnail","Cats,Dogs",780,"$780","Monthly",500,"4545 Reka Drive #1","Anchorage",61.1723,-149.8414,"RentLingo",1577358615,"$68,919","4.72%"
"AK",5668620452,"housing/rent/apartment","Studio apartment 2421 Bentzen Circle","This unit is located at 2421 Bentzen Circle, Anchorage, 99517, AKMonthly rental rates range from $860 - $1185We have studio - 2 beds units available for rent Apartment features include:-- Dishwasher- Fitness facilities","Dishwasher",1,2,"USD","No","Thumbnail","Cats,Dogs",860,"$860","Monthly",450,"2421 Bentzen Cir","Anchorage",61.1738,-149.9301,"RentLingo",1577358999,"$68,919","4.72%"
"AL",5668619676,"housing/rent/apartment","Two BR 202 West Longleaf Drive","This unit is located at 202 West Longleaf Drive, Auburn, 36832, ALMonthly rental rates range from $1198 - $1996We have two - four beds units available for rent Apartment features include:-- Cable Included- Furnished- Dishwasher- In-Unit Laundry- Refrigerator- Sheltered parking- Fitness facilities- Balcony, Deck, Patio","Cable or Satellite,Clubhouse,Dishwasher,Gated,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",2,2,"USD","No","Thumbnail","Cats,Dogs",1198,"$1,198","Monthly",404,"202 West Longleaf Dr","Auburn",32.5975,-85.4777,"RentLingo",1577358943,"$50,637","1.74%"
"AL",5668617433,"housing/rent/apartment","Two BR 626 Shug Jordan Pkwy","This unit is located at 626 Shug Jordan Pkwy, Auburn, 36832, ALMonthly rental rates range from $1130 - $1596We have two - four beds units available for rent Apartment features include:-- Balcony, Deck, Patio- Internet Included- Fitness facilities- Controlled Access- Furnished- Air conditioner- On-Site Laundry- On Bus Line","Basketball,Cable or Satellite,Clubhouse,Hot Tub,Internet Access,Patio/Deck,Pool",1,2,"USD","No","Thumbnail","Cats,Dogs",1130,"$1,130","Monthly",776,"626 Shug Jordan Parkway","Auburn",32.5975,-85.4777,"RentLingo",1577358789,"$50,637","1.74%"
"AL",5668619198,"housing/rent/apartment","Two BR 680 6th Ave Ne","This unit is located at 680 sixth Ave Ne, Tuscaloosa, 35404, ALMonthly rental rates range from $1418 - $1797We have two - three beds units available for rent Apartment features include:-- Furnished- Dishwasher- Internet Included- Cable Included- Fitness facilities- In-Unit Laundry- Sheltered parking- Surface Parking","Basketball,Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Pool,Refrigerator,TV",2,2,"USD","No","Thumbnail","Cats,Dogs",1418,"$1,418","Monthly",931,"680 6th Avenue NE","Tuscaloosa",33.1932,-87.5349,"RentLingo",1577358909,"$50,637","1.74%"
"AL",5668627259,"housing/rent/apartment","Two BR 120 Cody Dr","This unit is located at 120 Cody Dr, Enterprise, 36330, ALMonthly rental rates range from $950We have 2 beds units available for rent","Dishwasher,Parking,Refrigerator",2,2,"USD","No","Thumbnail","Cats,Dogs",950,"$950","Monthly",1496,"120 Cody Drive","Enterprise",31.3256,-85.8446,"RentLingo",1577359444,"$50,637","1.74%"
"AL",5668621979,"housing/rent/apartment","One BR 3401 Cliff Road South","This unit is located at 3401 Cliff Road South, Birmingham, 35205, ALMonthly rental rates range from $895We have 1 beds units available for rent Apartment features include:-- A-c- Range / Oven- In-Unit Laundry- Stainless Appliances- Trash Removal Included- Surface Parking- Water Included- Refrigerator","Cable or Satellite,Parking,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",895,"$895","Monthly",800,"3401 Cliff Rd South","Birmingham",33.5137,-86.7893,"RentLingo",1577359095,"$50,637","1.74%"
"AL",5668621966,"housing/rent/apartment","Studio apartment 2349 8th St. Nw","This unit is located at 2349 eighth St. Nw, Birmingham, 35215, ALMonthly rental rates range from $495 - $949We have studio - 4 beds units available for rent Apartment features include:-- Garbage Disposal- Living Room- Public Transportation- Laundry hookups- Pool- Dishwasher- Carpet- Refrigerator","Clubhouse,Dishwasher,Garbage Disposal,Parking,Pool,Refrigerator,Tennis",1,4,"USD","No","Thumbnail","Cats,Dogs",495,"$495","Monthly",500,"2349 8th St NW","Birmingham",33.5137,-86.7893,"RentLingo",1577359094,"$50,637","1.74%"
"AL",5668620596,"housing/rent/apartment","One BR 6200 Airport Blvd","This unit is located at 6200 Airport Blvd, Mobile, 36608, ALMonthly rental rates range from $630 - $760We have one - two beds units available for rent Apartment features include:-- Air conditioner- In-Unit Laundry- Balcony, Deck, Patio- Dishwasher- On Bus Line- On-Site Laundry- Surface Parking- Laundry hookups","Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Tennis",1,1,"USD","No","Thumbnail","Cats,Dogs",630,"$630","Monthly",700,"6200 Airport Boulevard","Mobile",30.6732,-88.1443,"RentLingo",1577359007,"$50,637","1.74%"
"AL",5668621983,"housing/rent/apartment","Studio apartment 1931 15th Avenue South","This unit is located at 1931 15th Avenue South, Birmingham, 35205, ALMonthly rental rates range from $699We have studio units available for rent Apartment features include:-- On-Site Laundry- Public Transportation- A-c- Refrigerator- Dishwasher- Trash Removal Included- Water Included- Controlled Access","Dishwasher,Parking,Refrigerator",1,0,"USD","No","Thumbnail","Cats,Dogs",699,"$699","Monthly",415,"1931 15th Ave South","Birmingham",33.5137,-86.7893,"RentLingo",1577359095,"$50,637","1.74%"
"AL",5668621986,"housing/rent/apartment","One BR 2824 Rhodes Circle","This unit is located at 2824 Rhodes Circle, Birmingham, 35205, ALMonthly rental rates range from $979We have 1 beds units available for rent Apartment features include:-- Refrigerator- Walk in Closets- Air conditioner- Balcony, Deck, Patio- In-Unit Laundry- Storage- Water Included- Trash Removal Included","Parking,Patio/Deck,Refrigerator,Storage",1,1,"USD","No","Thumbnail","Cats,Dogs",979,"$979","Monthly",800,"2824 Rhodes Cir","Birmingham",33.5137,-86.7893,"RentLingo",1577359096,"$50,637","1.74%"
"AL",5659917991,"housing/rent/apartment","Two BR 3555 US Highway 78 E","This unit is located at 3555 US Highway 78 E, Anniston, 36207, ALMonthly rental rates range from $825We have 2 beds units available for rent","Dishwasher,Internet Access,Parking,Pool,Refrigerator",2,2,"USD","No","Thumbnail","Cats,Dogs",825,"$825","Monthly",960,"3555 US Hwy 78 E","Anniston",33.6679,-85.8096,"RentLingo",1576667736,"$50,637","1.74%"
"AL",5668619672,"housing/rent/apartment","One BR 211 W Longleaf Drive","This unit is located at 211 W Longleaf Drive, Auburn, 36832, ALMonthly rental rates range from $890 - $1077We have one - three beds units available for rent Apartment features include:-- Refrigerator- Pool- Cable Included- Furnished- In-Unit Laundry- Internet Included- Public Transportation- Fitness facilities","Basketball,Cable or Satellite,Clubhouse,Internet Access,Pool,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",890,"$890","Monthly",500,"211 W Longleaf Dr","Auburn",32.5975,-85.4777,"RentLingo",1577358943,"$50,637","1.74%"
"AL",5668627441,"housing/rent/apartment","Three BR 1024 Kerry Dr","This unit is located at 1024 Kerry Dr, Calera, 35040, ALMonthly rental rates range from $1500We have 3 beds units available for rent","Dishwasher,Internet Access,Parking,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1500,"$1,500","Monthly",1693,"1024 Kerry Drive","Calera",33.155,-86.7175,"RentLingo",1577359462,"$50,637","1.74%"
"AL",5668616773,"housing/rent/apartment","One BR 801 Montclair Rd","This unit is located at 801 Montclair Rd, Birmingham, 35213, ALMonthly rental rates range from $1202 - $1682We have one - three beds units available for rent Apartment features include:-- Carpet- In-Unit Laundry- Surface Parking- Refrigerator- A-c- Handicapped access- Dishwasher- Garbage Disposal","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",1202,"$1,202","Monthly",757,"801 Montclair Road","Birmingham",33.5137,-86.7893,"RentLingo",1577358748,"$50,637","1.74%"
"AL",5668621974,"housing/rent/apartment","Studio apartment 1927 15th Avenue South","This unit is located at 1927 15th Avenue South, Birmingham, 35205, ALMonthly rental rates range from $699We have studio units available for rent Apartment features include:-- Range / Oven- On-Site Laundry- On-line Payments- Trash Removal Included- A-c- Refrigerator- Water Included- Hard wood floors","Parking,Refrigerator",1,0,"USD","No","Thumbnail","Cats,Dogs",699,"$699","Monthly",415,"1927 15th Ave South","Birmingham",33.5137,-86.7893,"RentLingo",1577359095,"$50,637","1.74%"
"AR",5668622780,"housing/rent/apartment","Two BR 1155 Cumulus Dr","This unit is located at 1155 Cumulus Dr, Conway, 72034, ARMonthly rental rates range from $650We have 2 beds units available for rent Apartment features include:-- Refrigerator- Garbage Disposal- Dining area- Surface Parking- Carpet- In-Unit Laundry- Living Room- Dishwasher","Dishwasher,Garbage Disposal,Parking,Refrigerator",1,2,"USD","No","Thumbnail","Cats,Dogs",650,"$650","Monthly",840,"1155 Cumulus Drive","Conway",35.0673,-92.3808,"RentLingo",1577359136,"$51,787","2.3%"
"AR",5668622804,"housing/rent/apartment","Two BR 1025 S Donaghey Ave","This unit is located at 1025 S Donaghey Ave, Conway, 72034, ARMonthly rental rates range from $650We have 2 beds units available for rent Apartment features include:-- Water Included- In-Unit Laundry- A-c- Trash Removal Included- Garbage Disposal- Refrigerator- Walk in Closets- Dishwasher","Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Refrigerator",2,2,"USD","No","Thumbnail","Cats,Dogs",650,"$650","Monthly",955,"1025 S Donaghey Avenue","Conway",35.0673,-92.3808,"RentLingo",1577359137,"$51,787","2.3%"
"AR",5668621079,"housing/rent/apartment","Two BR 770 S. 40th Street","This unit is located at 770 S. 40th Street, Springdale, 72762, ARMonthly rental rates range from $795 - $895We have two - three beds units available for rent Apartment features include:-- Trash Removal Included- Garbage Disposal- Surface Parking- Laundry hookups- Water Included- Air conditioner- Refrigerator- Dishwasher","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Pool,Refrigerator",2,2,"USD","No","Thumbnail","Cats,Dogs",795,"$795","Monthly",905,"770 S 40th St","Springdale",34.678,-92.7603,"RentLingo",1577359037,"$51,787","2.3%"
"AR",5659919666,"housing/rent/apartment","Three BR 5109 G ST","This unit is located at 5109 G ST, Little Rock, 72205, ARMonthly rental rates range from $1200We have 3 beds units available for rent","Fireplace,Wood Floors",2,3,"USD","No","Thumbnail","Cats,Dogs",1200,"$1,200","Monthly",1488,"5109 G St","Little Rock",34.7264,-92.348,"RentLingo",1576667878,"$51,787","2.3%"
"AR",5668631124,"housing/rent/apartment","Two BR 15000 Chenal Pkwy","This unit is located at 15000 Chenal Pkwy, Little Rock, 72211, ARMonthly rental rates range from $879 - $935We have two - three beds units available for rent","Dishwasher,Parking,Pool,Refrigerator",2,2,"USD","No","Thumbnail","Cats,Dogs",935,"$935","Monthly",950,"15000 Chenal Parkway","Little Rock",34.7264,-92.348,"RentLingo",1577359737,"$51,787","2.3%"
"AR",5668609966,"housing/rent/apartment","One BR 16000 Rushmore Avenue","This unit is located at 16000 Rushmore Avenue, Little Rock, 72223, ARMonthly rental rates range from $879 - $1209We have one - three beds units available for rent Apartment features include:-- Dishwasher- In-Unit Laundry- Business facility- Balcony, Deck, Patio- Refrigerator- Fitness facilities- Pool","Dishwasher,Patio/Deck,Pool,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",879,"$879","Monthly",800,"16000 Rushmore Ave","Little Rock",34.7264,-92.348,"RentLingo",1577358297,"$51,787","2.3%"
"AR",5668621056,"housing/rent/apartment","Two BR 2200 N. 12th Street","This unit is located at 2200 N. 12th Street, Rogers, 72756, ARMonthly rental rates range from $783 - $855We have two - three beds units available for rent Apartment features include:-- Garbage Disposal- Handicapped access- Pool- Storage- Refrigerator- Surface Parking- Dishwasher- Washer/dryer Connections","Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Playground,Pool,Refrigerator,Storage",1,2,"USD","No","Thumbnail","Cats,Dogs",783,"$783","Monthly",770,"2200 N 12th St","Rogers",36.3267,-94.0643,"RentLingo",1577359035,"$51,787","2.3%"
"AR",5668627946,"housing/rent/apartment","Three BR 3901 Dallas Street","This unit is located at 3901 Dallas Street, Fort Smith, 72903, ARMonthly rental rates range from $925We have 3 beds units available for rent","Fireplace",2,3,"USD","No","Thumbnail","Cats,Dogs",925,"$925","Monthly",1465,"3901 Dallas St","Fort Smith",35.358,-94.3964,"RentLingo",1577359506,"$51,787","2.3%"
"AR",5668622795,"housing/rent/apartment","One BR 9201 Kanis Road","This unit is located at 9201 Kanis Road, Little Rock, 72205, ARMonthly rental rates range from $605 - $700We have one - two beds units available for rent Apartment features include:-- Washer/dryer Connections- Storage- Fitness facilities- Dishwasher- Balcony, Deck, Patio- On-Site Laundry- In-Unit Laundry- Surface Parking","Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage",1,1,"USD","No","Thumbnail","Cats,Dogs",605,"$605","Monthly",600,"9201 Kanis Rd","Little Rock",34.7264,-92.348,"RentLingo",1577359137,"$51,787","2.3%"
